Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
365,Jonathan Isaac,27,ORL,PF,71,1,15.4,1.9,4.6,0.414,0.5,2.1,0.258,1.3,2.4,0.549,0.474,1,1.5,0.682,1.7,2.7,4.4,0.6,0.9,1.1,0.5,1.3,5.4,NA,isaacjo01
366,Dean Wade,28,CLE,PF,59,30,21.2,1.9,4.6,0.413,1.4,3.8,0.36,0.5,0.8,0.653,0.561,0.3,0.5,0.533,0.9,3.4,4.2,1.3,0.7,0.3,0.4,1.7,5.4,NA,wadede01
367,Keaton Wallace,25,ATL,PG,31,5,16.2,2.1,5.2,0.401,0.9,2.6,0.329,1.2,2.6,0.475,0.485,0.4,0.4,1,0.2,1.4,1.6,2.6,0.9,0.3,1.1,1.3,5.4,NA,wallake01
368,Kobe Bufkin,21,ATL,SG,10,0,12.4,1.8,4.7,0.383,0.4,1.9,0.211,1.4,2.8,0.5,0.426,1.3,1.8,0.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,NA,bufkiko01
369,Jamal Cain,25,NOP,SF,37,0,13.6,1.8,4.3,0.43,0.7,2.2,0.325,1.1,2.1,0.538,0.513,0.9,1.4,0.68,0.7,1.6,2.3,0.6,0.6,0.2,0.6,1.2,5.3,NA,cainja01
370,Pat Connaughton,32,MIL,SG,41,1,14.7,2,4.3,0.469,0.6,2,0.321,1.4,2.3,0.594,0.542,0.6,0.8,0.774,0.5,2.2,2.7,1.7,0.2,0.3,0.6,1.1,5.3,NA,connapa01
371,Kevin Love,36,MIA,PF,23,9,10.9,1.8,5,0.357,1,2.9,0.358,0.7,2.1,0.354,0.461,0.7,1,0.696,1,3.1,4.1,1,0.7,0.2,0.6,0.9,5.3,NA,loveke01
372,Ben Sheppard,23,IND,SG,63,9,19.5,1.9,4.6,0.418,1.1,3.2,0.342,0.8,1.4,0.591,0.537,0.4,0.4,0.889,0.7,2.1,2.8,1.3,0.6,0.2,0.3,2,5.3,NA,sheppbe01
373,Monte Morris,29,PHO,PG,45,0,12.7,1.8,4.3,0.426,0.7,1.9,0.36,1.2,2.4,0.477,0.505,0.8,0.9,0.857,0.3,1.2,1.5,1.6,0.4,0.1,0.5,0.5,5.2,NA,morrimo01
374,Jabari Walker,22,POR,SF,60,1,12.5,2,3.8,0.515,0.5,1.2,0.389,1.5,2.6,0.573,0.576,0.8,1.2,0.69,1,2.5,3.5,0.6,0.6,0.1,0.6,1.5,5.2,NA,walkeja01
375,Javonte Green,31,2TM,SG,68,19,18.5,1.8,4.2,0.429,0.7,2.1,0.326,1.1,2.1,0.527,0.509,0.8,1.1,0.724,0.9,2.3,3.2,0.8,1,0.5,0.5,1.4,5.1,NA,greenja02
376,Alex Reese,25,2TM,PF,15,0,14.4,1.7,3.6,0.481,1,2.7,0.366,0.7,0.9,0.846,0.62,0.6,0.8,0.75,0.6,2.5,3.1,0.3,0.7,0.7,0.4,1.4,5.1,NA,reeseal01
379,Kai Jones,24,2TM,C,40,6,11.7,2.2,2.7,0.798,0,0.1,0.2,2.2,2.6,0.827,0.803,0.6,0.8,0.719,1,2.1,3.1,0.6,0.4,0.6,0.5,1.3,5,NA,joneska01
381,Malaki Branham,21,SAS,SG,47,0,9.1,1.9,4,0.458,0.7,1.8,0.405,1.1,2.3,0.5,0.547,0.6,0.7,0.818,0.1,0.9,1.1,0.8,0.2,0,0.7,0.6,5,NA,branhma01
382,Neemias Queta,25,BOS,C,62,6,13.9,2.1,3.3,0.65,0,0,0,2.1,3.2,0.66,0.65,0.7,1,0.754,1.4,2.4,3.8,0.7,0.3,0.7,0.6,1.7,5,NA,quetane01
384,Jaylen Martin,21,2TM,SF,16,0,14.9,1.9,4.6,0.419,0.4,1.4,0.304,1.5,3.2,0.471,0.466,0.6,0.6,0.9,0.7,2.1,2.8,1.1,0.6,0,0.8,0.9,4.9,NA,martija02
385,Lindy Waters III,27,2TM,SG,52,9,15,1.8,4.8,0.369,1.2,3.6,0.344,0.5,1.2,0.444,0.498,0.2,0.2,0.727,0.4,1.7,2.1,1,0.5,0.2,0.4,1.2,4.9,NA,waterli01
386,Trevelin Queen,27,ORL,SG,31,2,13.9,1.8,4.7,0.381,0.7,2.5,0.286,1.1,2.3,0.486,0.456,0.6,0.7,0.857,0.8,0.9,1.7,1.2,1,0.3,0.7,1.2,4.9,NA,queentr01
387,Jock Landale,29,HOU,C,42,3,11.9,1.9,3.6,0.533,0.3,0.6,0.423,1.7,3,0.556,0.569,0.6,1,0.675,1.3,1.9,3.3,0.9,0.3,0.2,0.5,1.2,4.8,NA,landajo01
388,Colin Castleton,24,3TM,C,26,4,16.6,1.8,3.8,0.469,0.1,0.6,0.125,1.7,3.2,0.537,0.48,1.1,1.5,0.763,2,2.7,4.7,1.1,0.3,0.4,0.9,2,4.7,NA,castlco01
389,Taylor Hendricks,21,UTA,PF,3,3,25,1.3,6,0.222,1,4,0.25,0.3,2,0.167,0.306,1,1.3,0.75,1.7,3.3,5,0.7,1.7,1.3,0.7,2.7,4.7,NA,hendrta01
390,David Roddy,23,3TM,PF,33,3,12.4,1.7,3.8,0.456,0.6,1.8,0.311,1.2,1.9,0.594,0.532,0.6,0.8,0.769,0.4,2.2,2.5,1.1,0.4,0.3,0.7,0.6,4.6,NA,roddyda01
391,Drew Eubanks,27,2TM,C,61,4,12.2,1.9,3.2,0.593,0,0.1,0.5,1.8,3.1,0.596,0.601,0.8,1.2,0.662,1,2.7,3.7,0.9,0.2,0.6,0.7,1,4.6,NA,eubandr01
392,Pelle Larsson,23,MIA,SG,55,8,14.2,1.6,3.7,0.438,0.6,1.7,0.337,1,2,0.528,0.517,0.7,1.1,0.672,0.5,1.2,1.7,1.2,0.6,0.1,0.4,1.7,4.6,NA,larsspe01
393,Julian Phillips,21,CHI,SF,79,5,14.2,1.6,3.6,0.446,0.6,1.9,0.327,1,1.7,0.582,0.533,0.8,1,0.789,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,4.6,NA,phillju01
394,Cody Williams,20,UTA,SG,50,21,21.2,1.7,5.1,0.323,0.7,2.7,0.259,1,2.4,0.393,0.391,0.6,0.8,0.725,0.5,1.7,2.3,1.2,0.5,0.3,0.9,1.9,4.6,NA,willico04
395,Rob Dillingham,20,MIN,PG,49,1,10.5,1.9,4.3,0.441,0.5,1.5,0.338,1.4,2.8,0.496,0.5,0.2,0.3,0.533,0.2,0.8,1,2,0.4,0,1.1,0.8,4.5,NA,dilliro01
396,Jett Howard,21,ORL,SF,60,0,11.7,1.6,4.4,0.374,0.9,3.1,0.296,0.7,1.3,0.566,0.479,0.3,0.4,0.696,0.3,0.8,1.2,0.7,0.2,0.2,0.6,1.1,4.5,NA,howarje01
397,Kevon Looney,28,GSW,C,76,6,15,1.9,3.7,0.514,0,0.1,0.4,1.9,3.6,0.516,0.518,0.7,1.3,0.566,2.4,3.6,6.1,1.6,0.6,0.5,0.5,2,4.5,NA,looneke01
398,Mason Plumlee,34,PHO,C,74,21,17.6,1.7,2.7,0.619,0,0.1,0,1.7,2.7,0.631,0.619,1.1,1.7,0.648,1.6,4.6,6.1,1.8,0.4,0.6,0.8,2.1,4.5,NA,plumlma01
399,Dalen Terry,22,CHI,SG,73,5,13.5,1.6,3.7,0.448,0.5,1.4,0.356,1.1,2.2,0.506,0.517,0.7,0.9,0.71,0.5,1.2,1.7,1.3,0.6,0.2,0.7,1.6,4.5,NA,terryda01
400,Marvin Bagley III,25,2TM,PF,31,2,8.5,1.8,3.4,0.519,0.1,0.6,0.158,1.7,2.8,0.598,0.533,0.7,1.1,0.657,1.2,1.5,2.7,0.4,0.3,0.3,0.4,0.6,4.4,NA,baglema01
402,Tony Bradley,27,IND,C,14,0,8.1,2.1,3.2,0.644,0.1,0.2,0.333,2,3,0.667,0.656,0.1,0.4,0.333,1.3,1.7,3,0.4,0.1,0.6,0.4,0.8,4.4,NA,bradlto01
403,Reggie Jackson,34,PHI,PG,31,1,12.4,1.7,4.3,0.391,0.8,2.4,0.338,0.9,1.9,0.458,0.485,0.2,0.3,0.778,0.3,1.1,1.4,1.5,0.5,0.1,0.5,1.1,4.4,NA,jacksre01
404,Reed Sheppard,20,HOU,PG,52,3,12.6,1.6,4.6,0.351,0.9,2.7,0.338,0.7,1.9,0.371,0.452,0.3,0.3,0.813,0.3,1.2,1.5,1.4,0.7,0.3,0.7,1,4.4,NA,sheppre01
405,Lamar Stevens,27,MEM,PF,17,1,9.1,1.7,3.7,0.46,0.5,1.6,0.296,1.2,2.1,0.583,0.524,0.5,0.6,0.727,0.2,2,2.2,0.5,0.3,0.2,0.6,0.9,4.4,NA,stevela01
406,Mo Bamba,26,2TM,C,32,2,12.9,1.6,3.5,0.464,0.5,1.7,0.278,1.2,1.8,0.638,0.531,0.6,0.8,0.704,1,3.5,4.5,0.6,0.3,1,0.6,1.8,4.3,NA,bambamo01
407,Jevon Carter,29,CHI,PG,36,1,8.9,1.5,4.1,0.377,1,2.9,0.333,0.6,1.1,0.488,0.497,0.2,0.3,0.8,0.1,1,1.1,1.1,0.4,0.1,0.3,0.4,4.3,NA,carteje01
408,Micah Potter,26,UTA,C,38,10,18.6,1.5,3.6,0.422,0.8,2.6,0.316,0.7,1,0.703,0.537,0.4,0.5,0.85,1.1,3.2,4.3,0.8,0.4,0.4,0.8,1.3,4.3,NA,pottemi01
409,Terrence Shannon Jr.,24,MIN,SG,32,1,10.6,1.7,3.6,0.482,0.3,1,0.355,1.4,2.6,0.53,0.531,0.5,0.7,0.81,0.3,1.2,1.5,1,0.2,0.2,0.5,0.8,4.3,NA,shannte01
410,Daniel Theis,32,NOP,C,38,9,16.3,1.6,3.4,0.473,0.2,1,0.243,1.4,2.4,0.565,0.508,0.8,1,0.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3,NA,theisda01
411,Torrey Craig,34,2TM,SF,26,4,12.1,1.5,3.5,0.422,0.9,2.5,0.364,0.5,0.9,0.583,0.556,0.3,0.5,0.667,1,1.8,2.8,0.7,0.3,0.5,0.3,1.3,4.2,NA,craigto01
412,Wendell Moore Jr.,23,2TM,SG,36,1,13.9,1.6,3.5,0.468,0.4,1.1,0.341,1.3,2.4,0.529,0.524,0.5,0.6,0.818,0.8,1.8,2.6,1.2,0.6,0.1,0.8,0.9,4.2,NA,moorewe01
413,Dominick Barlow,21,ATL,SF,35,4,10.7,1.7,3.2,0.531,0.2,0.8,0.259,1.5,2.5,0.616,0.562,0.6,0.9,0.636,1,1.4,2.4,0.5,0.3,0.5,0.1,1.3,4.2,NA,barlodo01
414,Kessler Edwards,24,DAL,SF,40,18,15.2,1.7,3.4,0.496,0.6,1.4,0.407,1.1,2,0.556,0.578,0.3,0.3,0.923,0.6,2.3,2.9,1.1,0.5,0.5,0.4,1.6,4.2,NA,edwarke02
415,Oso Ighodaro,22,PHO,PF,61,6,17.1,1.9,3.1,0.604,0,0,0,1.9,3,0.611,0.604,0.5,0.8,0.58,1.1,2.6,3.6,1.2,0.5,0.5,0.6,1.7,4.2,NA,ighodos01
416,Kris Murray,24,POR,SF,69,6,15.1,1.7,4,0.419,0.4,1.7,0.225,1.3,2.3,0.566,0.468,0.4,0.8,0.456,1.1,1.5,2.6,1,0.5,0.2,0.6,1,4.2,NA,murrakr01
417,Duop Reath,28,POR,C,46,0,10.2,1.5,3.6,0.422,0.7,2.3,0.321,0.8,1.3,0.6,0.524,0.4,0.5,0.909,1,1,2,0.6,0.3,0.3,0.3,0.9,4.2,NA,reathdu01
418,Cam Spencer,24,MEM,SG,25,1,10.1,1.4,3.3,0.415,0.8,2.1,0.365,0.6,1.2,0.5,0.53,0.8,0.8,1,0.5,0.7,1.2,1.4,0.4,0,0.2,0.9,4.2,NA,spencca01
419,Maxwell Lewis,22,2TM,SF,28,1,11.7,1.6,3.9,0.417,0.7,1.8,0.38,0.9,2.1,0.448,0.505,0.3,0.4,0.7,0.6,1.3,2,0.7,0.3,0.3,0.5,1,4.1,NA,lewisma05
420,Jaylen Clark,23,MIN,SG,40,4,13.1,1.4,3,0.467,0.6,1.3,0.431,0.9,1.7,0.493,0.558,0.7,0.9,0.784,0.7,0.7,1.3,0.7,0.9,0.1,0.2,1.5,4.1,NA,clarkja02
421,Caleb Houstan,22,ORL,SF,58,6,13.6,1.4,3.3,0.421,1.1,2.8,0.4,0.3,0.5,0.533,0.589,0.3,0.3,0.882,0.3,1,1.3,0.6,0.4,0.1,0.2,1.1,4.1,NA,houstca01
422,Jordan Miller,25,LAC,SF,37,0,11.4,1.6,3.6,0.433,0.2,1,0.211,1.4,2.6,0.521,0.463,0.8,0.9,0.8,0.6,0.9,1.6,0.9,0.5,0.1,0.7,0.7,4.1,NA,millejo02
423,Jalen Pickett,25,DEN,SG,49,4,13.6,1.6,3.7,0.428,0.8,2.1,0.396,0.8,1.6,0.468,0.539,0.1,0.2,0.75,0.3,1.1,1.4,2.2,0.4,0.1,0.5,0.8,4.1,NA,pickeja02
424,Paul Reed,25,DET,C,45,0,9.7,1.6,3.2,0.507,0.2,0.6,0.286,1.4,2.5,0.561,0.535,0.7,0.9,0.762,0.9,1.8,2.7,1,0.9,0.6,0.6,1.7,4.1,NA,reedpa01
425,Gui Santos,22,GSW,PF,56,2,13.6,1.5,3.2,0.458,0.6,1.8,0.33,0.9,1.4,0.632,0.553,0.5,0.8,0.69,1.3,1.8,3.1,1.4,0.4,0.2,0.8,1.6,4.1,NA,santogu01
426,Jarred Vanderbilt,25,LAL,PF,36,2,16.1,1.6,3.4,0.488,0.3,0.9,0.281,1.4,2.5,0.562,0.525,0.6,1,0.556,1.9,3.2,5.1,1.1,1,0.3,0.8,1.9,4.1,NA,vandeja01
427,Colby Jones,22,2TM,SG,39,0,13.2,1.5,3.3,0.457,0.4,1.3,0.327,1.1,2.1,0.538,0.519,0.6,0.9,0.657,0.5,1.7,2.2,1.1,0.7,0.3,0.6,0.9,4,NA,jonesco02
428,Nicolas Batum,36,LAC,PF,78,8,17.5,1.3,3.1,0.437,1.1,2.6,0.433,0.2,0.4,0.457,0.622,0.2,0.3,0.81,0.6,2.2,2.8,1.1,0.7,0.5,0.4,1.4,4,NA,batumni01
429,Malachi Flynn,26,CHO,PG,4,0,11,1.3,3.3,0.385,0.3,1,0.25,1,2.3,0.444,0.423,1.3,1.5,0.833,0.8,1,1.8,1.8,0.8,0,1,1,4,NA,flynnma01
430,Ron Harper Jr.,24,DET,SF,1,0,17,1,8,0.125,0,6,0,1,2,0.5,0.125,2,2,1,4,3,7,2,0,0,0,0,4,NA,harpero02
431,Josh Richardson,31,MIA,SG,8,0,18.8,1.4,4.8,0.289,0.8,2.8,0.273,0.6,2,0.313,0.368,0.5,0.5,1,0.8,0.8,1.5,1.5,1,0.1,1,2.1,4,NA,richajo01
432,Steven Adams,31,HOU,C,58,3,13.7,1.6,2.9,0.545,0,0,0,1.6,2.8,0.552,0.545,0.7,1.6,0.462,2.9,2.8,5.6,1.1,0.4,0.5,0.9,1,3.9,NA,adamsst01
433,Kyle Lowry,38,PHI,PG,35,12,18.8,1.2,3.3,0.35,0.8,2.5,0.33,0.3,0.8,0.414,0.474,0.8,0.9,0.818,0.3,1.6,1.9,2.7,0.9,0.3,0.6,1.8,3.9,NA,lowryky01
434,Olivier-Maxence Prosper,22,DAL,PF,52,4,11.2,1.3,3.3,0.402,0.2,1,0.235,1.1,2.4,0.472,0.437,0.9,1.5,0.645,0.8,1.6,2.4,0.8,0.5,0.1,0.3,0.5,3.9,NA,prospol01
435,Patty Mills,36,2TM,PG,29,0,11.1,1.2,3.3,0.375,0.9,2.6,0.347,0.3,0.7,0.476,0.51,0.4,0.5,0.929,0.1,0.6,0.8,0.9,0.4,0.1,0.6,0.8,3.8,NA,millspa02
436,Branden Carlson,25,OKC,C,32,0,7.7,1.3,3,0.443,0.7,2.1,0.333,0.7,1,0.677,0.557,0.4,0.6,0.778,0.5,1.2,1.7,0.4,0.2,0.7,0.2,0.7,3.8,NA,carlsbr01
437,Devin Carter,22,SAC,PG,36,0,11,1.3,3.5,0.37,0.5,1.7,0.295,0.8,1.8,0.439,0.441,0.7,1.2,0.591,0.5,1.6,2.1,1.1,0.6,0.1,0.5,1.1,3.8,NA,cartede02
438,Ousmane Dieng,21,OKC,C,37,1,10.9,1.5,3.4,0.432,0.6,1.9,0.324,0.8,1.5,0.574,0.524,0.3,0.4,0.688,0.5,1.7,2.2,0.8,0.5,0.2,0.5,0.9,3.8,NA,diengou01
439,Markieff Morris,35,2TM,PF,15,2,11,1.4,4.7,0.3,0.6,2.4,0.25,0.8,2.3,0.353,0.364,0.3,0.4,0.833,0.2,1.3,1.5,1.4,0.1,0.2,0.3,1.1,3.7,NA,morrima02
442,Craig Porter Jr.,24,CLE,PG,51,1,10.1,1.4,2.7,0.514,0.4,0.9,0.438,1,1.8,0.554,0.589,0.5,0.6,0.719,0.4,0.9,1.3,1.4,0.3,0.3,0.7,0.5,3.7,NA,portecr01
443,Jackson Rowe,28,GSW,PF,6,0,8.7,1.3,2.8,0.471,0.5,1.7,0.3,0.8,1.2,0.714,0.559,0.5,1,0.5,0.5,1.3,1.8,0.7,0.7,0,0.2,0.7,3.7,NA,roweja01
444,Blake Wesley,21,SAS,SG,58,0,11.8,1.4,3.2,0.435,0.3,1,0.293,1.1,2.2,0.5,0.481,0.7,1.1,0.623,0.3,0.8,1.1,2,0.6,0.1,0.9,0.8,3.7,NA,weslebl01
445,JT Thor,22,2TM,PF,20,0,12.5,1.3,3,0.424,0.3,1.1,0.286,1,1.9,0.5,0.475,0.8,1.1,0.682,1,1.4,2.4,0.3,0.4,0.5,0.5,0.9,3.6,NA,thorjt01
446,Baylor Scheierman,24,BOS,SG,31,2,12.4,1.3,3.5,0.355,0.8,2.6,0.317,0.4,0.9,0.464,0.473,0.3,0.4,0.75,0.6,1.5,2.1,1.1,0.5,0.1,0.4,0.7,3.6,NA,scheiba01
447,Jae'Sean Tate,29,HOU,SF,52,2,11.3,1.3,2.8,0.473,0.3,0.9,0.348,1,2,0.529,0.527,0.6,0.9,0.681,1,1.3,2.3,0.9,0.5,0.1,0.4,1.6,3.6,NA,tateja01
448,Jaylon Tyson,22,CLE,SG,47,3,9.6,1.4,3.2,0.43,0.4,1.2,0.345,0.9,1.9,0.484,0.497,0.4,0.5,0.792,0.8,1.3,2,0.9,0.3,0.1,0.6,1.1,3.6,NA,tysonja01
449,Elfrid Payton,30,2TM,PG,24,9,21.3,1.7,5.1,0.328,0,0.3,0.167,1.6,4.8,0.336,0.332,0.2,0.3,0.571,0.6,2.7,3.3,6.9,1,0.5,2.5,1.5,3.5,NA,paytoel01
450,Luka Garza,26,MIN,C,39,0,5.6,1.3,2.7,0.495,0.3,0.9,0.278,1.1,1.8,0.609,0.543,0.6,0.9,0.686,0.8,0.6,1.4,0.3,0.2,0.1,0.3,0.7,3.5,NA,garzalu01
451,Cory Joseph,33,ORL,PG,50,16,12.2,1.2,3.1,0.403,0.8,2.1,0.364,0.5,0.9,0.489,0.529,0.3,0.4,0.778,0.3,1.1,1.5,1.4,0.5,0.1,0.4,1,3.5,NA,josepco01
452,Doug McDermott,33,SAC,SF,42,3,8.1,1.2,2.8,0.427,1,2.4,0.436,0.1,0.4,0.375,0.615,0.1,0.1,0.6,0.1,0.5,0.5,0.2,0.1,0,0.1,0.7,3.5,NA,mcderdo01
453,Dario Šarić,30,DEN,C,16,4,13.1,1.3,3.6,0.362,0.4,1.6,0.269,0.9,2,0.438,0.422,0.4,0.6,0.7,0.9,2.3,3.1,1.4,0.4,0.1,0.9,1.2,3.5,NA,saricda01
454,Jamaree Bouyea,25,MIL,PG,5,1,12.4,1.2,2.4,0.5,0.2,1,0.2,1,1.4,0.714,0.542,0.8,1.2,0.667,0.2,0.8,1,2,0.8,0.4,1.6,0.4,3.4,NA,bouyeja01
456,Andre Jackson Jr.,23,MIL,SG,67,43,14.6,1.4,2.9,0.477,0.4,1.1,0.395,1,1.8,0.529,0.553,0.2,0.4,0.5,1,1.7,2.7,1.2,0.5,0.2,0.9,1.7,3.4,NA,jacksan01
457,Isaac Jones,24,SAC,PF,40,0,7.6,1.4,2.1,0.651,0.1,0.2,0.375,1.3,1.9,0.68,0.669,0.6,0.9,0.639,0.6,0.9,1.4,0.3,0.1,0.3,0.4,0.8,3.4,NA,jonesis01
458,Kevin Knox,25,GSW,SF,14,0,6,1.3,2.6,0.5,0.3,1.1,0.267,1,1.5,0.667,0.556,0.4,0.6,0.75,0.5,0.7,1.2,0.4,0.1,0.3,0.3,0.4,3.3,NA,knoxke01
459,Damion Lee,32,PHO,SG,25,0,5.8,1.1,3,0.365,0.4,1.5,0.243,0.7,1.5,0.486,0.426,0.8,0.8,0.952,0.1,0.7,0.8,0.4,0.2,0,0.4,0.2,3.3,NA,leeda03
460,Jeenathan Williams,25,HOU,SG,20,0,7.4,1.4,3.1,0.435,0.3,1.3,0.231,1.1,1.8,0.583,0.484,0.3,0.4,0.625,0.3,0.4,0.7,0.5,0.4,0.2,0.7,0.8,3.3,NA,willije02
461,Elijah Harkless,24,UTA,SG,10,0,13.8,1.1,3.5,0.314,0.7,2.5,0.28,0.4,1,0.4,0.414,0.3,0.6,0.5,0.9,1.2,2.1,0.8,1,0.1,0.3,1.8,3.2,NA,harklej01
462,Zeke Nnaji,24,DEN,PF,57,4,10.7,1.2,2.5,0.496,0.3,0.9,0.327,0.9,1.6,0.596,0.557,0.5,0.8,0.614,0.6,1,1.6,0.4,0.4,0.7,0.2,1.1,3.2,NA,nnajize01
463,Cam Reddish,25,LAL,SF,33,8,17.8,1.2,2.8,0.404,0.4,1.4,0.277,0.8,1.4,0.532,0.473,0.5,0.8,0.615,0.5,1.5,2,0.7,1,0.3,0.4,1.3,3.2,NA,reddica01
464,Delon Wright,32,2TM,PG,40,7,15.9,1.1,3.3,0.344,0.5,1.8,0.274,0.6,1.5,0.431,0.42,0.4,0.6,0.6,0.7,1,1.7,1.9,0.9,0.3,0.6,0.6,3.1,NA,wrighde01
466,Gary Harris,30,ORL,SG,48,3,14.8,1.1,2.8,0.383,0.8,2.1,0.356,0.3,0.7,0.469,0.519,0.1,0.3,0.583,0.4,0.9,1.3,0.6,0.5,0.3,0.4,0.9,3,NA,harriga01
467,Maxi Kleber,33,DAL,PF,34,4,18.7,1.1,2.8,0.385,0.4,1.4,0.265,0.7,1.4,0.511,0.453,0.5,0.6,0.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3,NA,klebima01
468,Taze Moore,26,POR,SG,2,0,10,1,5,0.2,0.5,2,0.25,0.5,3,0.167,0.25,0.5,1,0.5,2,2,4,0.5,1,0,1,0,3,NA,mooreta02
469,Rayan Rupert,20,POR,SG,52,0,8.8,1.1,2.7,0.408,0.3,1.1,0.271,0.8,1.6,0.506,0.465,0.4,0.6,0.767,0.5,0.8,1.3,0.5,0.3,0.1,0.6,0.7,3,NA,ruperra01
471,Pete Nance,24,2TM,C,13,1,10.6,1.1,2.5,0.438,0.7,1.8,0.375,0.4,0.6,0.625,0.578,0.1,0.2,0.5,0.4,1.2,1.6,0.8,0.2,0.2,0.3,1.3,2.9,NA,nancepe01
472,Markelle Fultz,26,SAC,PG,21,0,8.8,1.3,3.2,0.418,0.2,0.4,0.5,1.1,2.8,0.407,0.448,0,0,1,0.3,0.7,1,1.3,0.5,0.1,0.7,0.6,2.9,NA,fultzma01
473,Taj Gibson,39,CHO,C,37,11,11.1,1.3,2.6,0.495,0,0.1,0.5,1.2,2.5,0.495,0.5,0.3,0.5,0.6,1.4,1.9,3.2,0.6,0.2,0.5,0.7,1.5,2.9,NA,gibsota01
474,Tyler Smith,20,MIL,PF,23,0,5.3,1,2.2,0.48,0.6,1.3,0.433,0.5,0.9,0.55,0.61,0.3,0.3,0.75,0.3,0.8,1.1,0.2,0.1,0.2,0.3,0.5,2.9,NA,smithty02
475,RayJ Dennis,23,IND,PG,11,0,6.4,1,3,0.333,0.5,1.9,0.286,0.5,1.1,0.417,0.424,0.2,0.2,1,0.2,0.9,1.1,1.3,0.6,0.2,0.5,0.6,2.7,NA,dennira01
476,David Duke Jr.,25,SAS,SG,6,0,5.7,1,2.3,0.429,0.5,1,0.5,0.5,1.3,0.375,0.536,0.2,0.3,0.5,0.2,0.7,0.8,0.7,0.2,0,0.3,0.2,2.7,NA,dukeda01
477,Keshad Johnson,23,MIA,SF,16,0,6.1,1.1,1.6,0.692,0.2,0.4,0.429,0.9,1.2,0.789,0.75,0.3,0.6,0.444,0.4,1.4,1.8,0.3,0.3,0.3,0.3,0.7,2.7,NA,johnske10
478,Reece Beekman,23,2TM,PG,36,4,13,1,3,0.327,0.2,1.1,0.175,0.8,1.9,0.418,0.36,0.4,0.6,0.762,0.4,0.7,1.1,1.8,0.9,0.1,0.6,1,2.6,NA,beekmre01
479,Jae Crowder,34,SAC,PF,9,2,11.4,0.8,2.4,0.318,0.4,1.7,0.267,0.3,0.8,0.429,0.409,0.6,0.7,0.833,0.7,1.6,2.2,0.7,0.3,0,0.4,1.1,2.6,NA,crowdja01
480,Josh Minott,22,MIN,SF,46,0,6,1,2,0.489,0.3,0.9,0.326,0.7,1,0.638,0.567,0.4,0.4,0.895,0.3,0.8,1,0.4,0.3,0.3,0.2,0.7,2.6,NA,minotjo01
481,Hunter Tyson,24,DEN,PF,51,2,7.8,0.9,2.4,0.375,0.5,1.5,0.311,0.4,0.9,0.478,0.471,0.4,0.5,0.75,0.5,1,1.5,0.4,0.2,0.1,0.3,0.9,2.6,NA,tysonhu01
482,Jaden Springer,22,2TM,PG,43,2,8.5,0.8,2.1,0.389,0.3,1.1,0.25,0.5,1,0.548,0.456,0.6,0.9,0.711,0.4,1,1.3,0.8,0.6,0.1,0.4,1,2.5,NA,sprinja01
484,Anthony Gill,32,WAS,PF,51,0,7.8,0.8,1.7,0.489,0.2,0.6,0.323,0.6,1.1,0.579,0.545,0.6,1,0.66,0.4,0.9,1.3,0.3,0.2,0,0.2,0.6,2.5,NA,gillan01
485,Dillon Jones,23,OKC,SF,54,3,10.2,0.9,2.5,0.383,0.3,1.2,0.254,0.6,1.3,0.5,0.444,0.3,0.5,0.607,0.6,1.7,2.2,1.1,0.3,0.1,0.5,1,2.5,NA,jonesdi01
486,Pat Spencer,28,GSW,PG,39,0,6.4,1.1,2.6,0.406,0.1,0.6,0.227,0.9,2,0.456,0.431,0.3,0.4,0.733,0.4,0.8,1.2,1.2,0.4,0.1,0.5,0.5,2.5,NA,spencpa01
487,Johnny Davis,22,WAS,SG,34,0,7.1,0.9,2.3,0.41,0.2,0.9,0.241,0.7,1.4,0.51,0.455,0.3,0.4,0.6,0.3,0.8,1.1,0.3,0.4,0.2,0.2,0.5,2.4,NA,davisjo06
488,Christian Koloko,24,LAL,C,37,0,9.2,1.1,1.8,0.606,0,0.1,0,1.1,1.7,0.645,0.606,0.3,0.4,0.714,0.9,1.5,2.5,0.4,0.2,0.4,0.3,1.2,2.4,NA,kolokch01
489,John Konchar,28,MEM,SG,46,4,12.1,0.9,2,0.451,0.5,1.3,0.371,0.4,0.6,0.621,0.577,0.2,0.2,0.875,0.8,2.5,3.3,0.9,0.7,0.3,0.3,0.7,2.4,NA,konchjo01
490,MarJon Beauchamp,24,3TM,SF,35,0,4.5,0.8,1.9,0.415,0.3,0.8,0.345,0.5,1,0.472,0.492,0.4,0.6,0.75,0.3,0.9,1.3,0.3,0.1,0,0.4,0.4,2.3,NA,beaucma01
